authorshipnumber,articlenumber,journal,volume,issue,startpage,pubyear,pubmonth,receiveddate,title,link1,link2,last,first,middle,position
2807,347,Ophthalmology,125,12,1854,2018,12,8-Apr-18,Patient-Reported Visual Disability in Fuchs' Endothelial Corneal Dystrophy Measured by the Visual Function and Corneal Health Status Instrument.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30104038,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30104038&id=doi:10.1016%2Fj.ophtha.2018.06.018&issn=0161-6420&isbn=&volume=125&issue=12&spage=1854&date=2018&title=Ophthalmology&atitle=Patient-Reported+Visual+Disability+in+Fuchs%27+Endothelial+Corneal+Dystrophy+Measured+by+the+Visual+Function+and+Corneal+Health+Status+Instrument.&aulast=Wacker&pid=%3CAN%3E30104038%3C%2FAN%3E,Wacker,Katrin,,f
2808,347,Ophthalmology,125,12,1854,2018,12,8-Apr-18,Patient-Reported Visual Disability in Fuchs' Endothelial Corneal Dystrophy Measured by the Visual Function and Corneal Health Status Instrument.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30104038,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30104038&id=doi:10.1016%2Fj.ophtha.2018.06.018&issn=0161-6420&isbn=&volume=125&issue=12&spage=1854&date=2018&title=Ophthalmology&atitle=Patient-Reported+Visual+Disability+in+Fuchs%27+Endothelial+Corneal+Dystrophy+Measured+by+the+Visual+Function+and+Corneal+Health+Status+Instrument.&aulast=Wacker&pid=%3CAN%3E30104038%3C%2FAN%3E,Baratz,Keith,H,m
2809,347,Ophthalmology,125,12,1854,2018,12,8-Apr-18,Patient-Reported Visual Disability in Fuchs' Endothelial Corneal Dystrophy Measured by the Visual Function and Corneal Health Status Instrument.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30104038,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30104038&id=doi:10.1016%2Fj.ophtha.2018.06.018&issn=0161-6420&isbn=&volume=125&issue=12&spage=1854&date=2018&title=Ophthalmology&atitle=Patient-Reported+Visual+Disability+in+Fuchs%27+Endothelial+Corneal+Dystrophy+Measured+by+the+Visual+Function+and+Corneal+Health+Status+Instrument.&aulast=Wacker&pid=%3CAN%3E30104038%3C%2FAN%3E,Bourne,William,M,m
2810,347,Ophthalmology,125,12,1854,2018,12,8-Apr-18,Patient-Reported Visual Disability in Fuchs' Endothelial Corneal Dystrophy Measured by the Visual Function and Corneal Health Status Instrument.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30104038,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30104038&id=doi:10.1016%2Fj.ophtha.2018.06.018&issn=0161-6420&isbn=&volume=125&issue=12&spage=1854&date=2018&title=Ophthalmology&atitle=Patient-Reported+Visual+Disability+in+Fuchs%27+Endothelial+Corneal+Dystrophy+Measured+by+the+Visual+Function+and+Corneal+Health+Status+Instrument.&aulast=Wacker&pid=%3CAN%3E30104038%3C%2FAN%3E,Patel,Sanjay,V,l
2811,348,Ophthalmology,125,12,1862,2018,12,12-Mar-18,Distinguishing Highly Asymmetric Keratoconus Eyes Using Combined Scheimpflug and Spectral-Domain OCT Analysis.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30055838,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30055838&id=doi:10.1016%2Fj.ophtha.2018.06.020&issn=0161-6420&isbn=&volume=125&issue=12&spage=1862&date=2018&title=Ophthalmology&atitle=Distinguishing+Highly+Asymmetric+Keratoconus+Eyes+Using+Combined+Scheimpflug+and+Spectral-Domain+OCT+Analysis.&aulast=Hwang&pid=%3CAN%3E30055838%3C%2FAN%3E,Hwang,Eric,S,f
2812,348,Ophthalmology,125,12,1862,2018,12,12-Mar-18,Distinguishing Highly Asymmetric Keratoconus Eyes Using Combined Scheimpflug and Spectral-Domain OCT Analysis.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30055838,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30055838&id=doi:10.1016%2Fj.ophtha.2018.06.020&issn=0161-6420&isbn=&volume=125&issue=12&spage=1862&date=2018&title=Ophthalmology&atitle=Distinguishing+Highly+Asymmetric+Keratoconus+Eyes+Using+Combined+Scheimpflug+and+Spectral-Domain+OCT+Analysis.&aulast=Hwang&pid=%3CAN%3E30055838%3C%2FAN%3E,Perez-Straziota,Claudia,E,m
2813,348,Ophthalmology,125,12,1862,2018,12,12-Mar-18,Distinguishing Highly Asymmetric Keratoconus Eyes Using Combined Scheimpflug and Spectral-Domain OCT Analysis.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30055838,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30055838&id=doi:10.1016%2Fj.ophtha.2018.06.020&issn=0161-6420&isbn=&volume=125&issue=12&spage=1862&date=2018&title=Ophthalmology&atitle=Distinguishing+Highly+Asymmetric+Keratoconus+Eyes+Using+Combined+Scheimpflug+and+Spectral-Domain+OCT+Analysis.&aulast=Hwang&pid=%3CAN%3E30055838%3C%2FAN%3E,Kim,Sang,Woo,m
2814,348,Ophthalmology,125,12,1862,2018,12,12-Mar-18,Distinguishing Highly Asymmetric Keratoconus Eyes Using Combined Scheimpflug and Spectral-Domain OCT Analysis.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30055838,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30055838&id=doi:10.1016%2Fj.ophtha.2018.06.020&issn=0161-6420&isbn=&volume=125&issue=12&spage=1862&date=2018&title=Ophthalmology&atitle=Distinguishing+Highly+Asymmetric+Keratoconus+Eyes+Using+Combined+Scheimpflug+and+Spectral-Domain+OCT+Analysis.&aulast=Hwang&pid=%3CAN%3E30055838%3C%2FAN%3E,Santhiago,Marcony,R,m
2815,348,Ophthalmology,125,12,1862,2018,12,12-Mar-18,Distinguishing Highly Asymmetric Keratoconus Eyes Using Combined Scheimpflug and Spectral-Domain OCT Analysis.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30055838,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30055838&id=doi:10.1016%2Fj.ophtha.2018.06.020&issn=0161-6420&isbn=&volume=125&issue=12&spage=1862&date=2018&title=Ophthalmology&atitle=Distinguishing+Highly+Asymmetric+Keratoconus+Eyes+Using+Combined+Scheimpflug+and+Spectral-Domain+OCT+Analysis.&aulast=Hwang&pid=%3CAN%3E30055838%3C%2FAN%3E,Randleman,J,Bradley,l
2816,349,Ophthalmology,125,12,1874,2018,12,5-Jan-18,"Oral Memantine for the Treatment of Glaucoma: Design and Results of 2 Randomized, Placebo-Controlled, Phase 3 Studies.",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30082073,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30082073&id=doi:10.1016%2Fj.ophtha.2018.06.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1874&date=2018&title=Ophthalmology&atitle=Oral+Memantine+for+the+Treatment+of+Glaucoma%3A+Design+and+Results+of+2+Randomized%2C+Placebo-Controlled%2C+Phase+3+Studies.&aulast=Weinreb&pid=%3CAN%3E30082073%3C%2FAN%3E,Weinreb,Robert,N,f
2817,349,Ophthalmology,125,12,1874,2018,12,5-Jan-18,"Oral Memantine for the Treatment of Glaucoma: Design and Results of 2 Randomized, Placebo-Controlled, Phase 3 Studies.",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30082073,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30082073&id=doi:10.1016%2Fj.ophtha.2018.06.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1874&date=2018&title=Ophthalmology&atitle=Oral+Memantine+for+the+Treatment+of+Glaucoma%3A+Design+and+Results+of+2+Randomized%2C+Placebo-Controlled%2C+Phase+3+Studies.&aulast=Weinreb&pid=%3CAN%3E30082073%3C%2FAN%3E,Liebmann,Jeffrey,M,m
2818,349,Ophthalmology,125,12,1874,2018,12,5-Jan-18,"Oral Memantine for the Treatment of Glaucoma: Design and Results of 2 Randomized, Placebo-Controlled, Phase 3 Studies.",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30082073,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30082073&id=doi:10.1016%2Fj.ophtha.2018.06.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1874&date=2018&title=Ophthalmology&atitle=Oral+Memantine+for+the+Treatment+of+Glaucoma%3A+Design+and+Results+of+2+Randomized%2C+Placebo-Controlled%2C+Phase+3+Studies.&aulast=Weinreb&pid=%3CAN%3E30082073%3C%2FAN%3E,Cioffi,George,A,m
2819,349,Ophthalmology,125,12,1874,2018,12,5-Jan-18,"Oral Memantine for the Treatment of Glaucoma: Design and Results of 2 Randomized, Placebo-Controlled, Phase 3 Studies.",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30082073,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30082073&id=doi:10.1016%2Fj.ophtha.2018.06.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1874&date=2018&title=Ophthalmology&atitle=Oral+Memantine+for+the+Treatment+of+Glaucoma%3A+Design+and+Results+of+2+Randomized%2C+Placebo-Controlled%2C+Phase+3+Studies.&aulast=Weinreb&pid=%3CAN%3E30082073%3C%2FAN%3E,Goldberg,Ivan,,m
2820,349,Ophthalmology,125,12,1874,2018,12,5-Jan-18,"Oral Memantine for the Treatment of Glaucoma: Design and Results of 2 Randomized, Placebo-Controlled, Phase 3 Studies.",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30082073,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30082073&id=doi:10.1016%2Fj.ophtha.2018.06.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1874&date=2018&title=Ophthalmology&atitle=Oral+Memantine+for+the+Treatment+of+Glaucoma%3A+Design+and+Results+of+2+Randomized%2C+Placebo-Controlled%2C+Phase+3+Studies.&aulast=Weinreb&pid=%3CAN%3E30082073%3C%2FAN%3E,Brandt,James,D,m
2821,349,Ophthalmology,125,12,1874,2018,12,5-Jan-18,"Oral Memantine for the Treatment of Glaucoma: Design and Results of 2 Randomized, Placebo-Controlled, Phase 3 Studies.",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30082073,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30082073&id=doi:10.1016%2Fj.ophtha.2018.06.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1874&date=2018&title=Ophthalmology&atitle=Oral+Memantine+for+the+Treatment+of+Glaucoma%3A+Design+and+Results+of+2+Randomized%2C+Placebo-Controlled%2C+Phase+3+Studies.&aulast=Weinreb&pid=%3CAN%3E30082073%3C%2FAN%3E,Johnson,Chris,A,m
2822,349,Ophthalmology,125,12,1874,2018,12,5-Jan-18,"Oral Memantine for the Treatment of Glaucoma: Design and Results of 2 Randomized, Placebo-Controlled, Phase 3 Studies.",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30082073,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30082073&id=doi:10.1016%2Fj.ophtha.2018.06.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1874&date=2018&title=Ophthalmology&atitle=Oral+Memantine+for+the+Treatment+of+Glaucoma%3A+Design+and+Results+of+2+Randomized%2C+Placebo-Controlled%2C+Phase+3+Studies.&aulast=Weinreb&pid=%3CAN%3E30082073%3C%2FAN%3E,Zangwill,Linda,M,m
2823,349,Ophthalmology,125,12,1874,2018,12,5-Jan-18,"Oral Memantine for the Treatment of Glaucoma: Design and Results of 2 Randomized, Placebo-Controlled, Phase 3 Studies.",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30082073,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30082073&id=doi:10.1016%2Fj.ophtha.2018.06.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1874&date=2018&title=Ophthalmology&atitle=Oral+Memantine+for+the+Treatment+of+Glaucoma%3A+Design+and+Results+of+2+Randomized%2C+Placebo-Controlled%2C+Phase+3+Studies.&aulast=Weinreb&pid=%3CAN%3E30082073%3C%2FAN%3E,Schneider,Susan,,m
2824,349,Ophthalmology,125,12,1874,2018,12,5-Jan-18,"Oral Memantine for the Treatment of Glaucoma: Design and Results of 2 Randomized, Placebo-Controlled, Phase 3 Studies.",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30082073,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30082073&id=doi:10.1016%2Fj.ophtha.2018.06.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1874&date=2018&title=Ophthalmology&atitle=Oral+Memantine+for+the+Treatment+of+Glaucoma%3A+Design+and+Results+of+2+Randomized%2C+Placebo-Controlled%2C+Phase+3+Studies.&aulast=Weinreb&pid=%3CAN%3E30082073%3C%2FAN%3E,Badger,Hanh,,m
2825,349,Ophthalmology,125,12,1874,2018,12,5-Jan-18,"Oral Memantine for the Treatment of Glaucoma: Design and Results of 2 Randomized, Placebo-Controlled, Phase 3 Studies.",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30082073,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30082073&id=doi:10.1016%2Fj.ophtha.2018.06.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1874&date=2018&title=Ophthalmology&atitle=Oral+Memantine+for+the+Treatment+of+Glaucoma%3A+Design+and+Results+of+2+Randomized%2C+Placebo-Controlled%2C+Phase+3+Studies.&aulast=Weinreb&pid=%3CAN%3E30082073%3C%2FAN%3E,Bejanian,Marina,,l
2826,350,Ophthalmology,125,12,1886,2018,12,27-Apr-18,Optic Disc Margin Anatomic Features in Myopic Eyes with Glaucoma with Spectral-Domain OCT.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30144950,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30144950&id=doi:10.1016%2Fj.ophtha.2018.07.004&issn=0161-6420&isbn=&volume=125&issue=12&spage=1886&date=2018&title=Ophthalmology&atitle=Optic+Disc+Margin+Anatomic+Features+in+Myopic+Eyes+with+Glaucoma+with+Spectral-Domain+OCT.&aulast=Sawada&pid=%3CAN%3E30144950%3C%2FAN%3E,Sawada,Yu,,f
2827,350,Ophthalmology,125,12,1886,2018,12,27-Apr-18,Optic Disc Margin Anatomic Features in Myopic Eyes with Glaucoma with Spectral-Domain OCT.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30144950,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30144950&id=doi:10.1016%2Fj.ophtha.2018.07.004&issn=0161-6420&isbn=&volume=125&issue=12&spage=1886&date=2018&title=Ophthalmology&atitle=Optic+Disc+Margin+Anatomic+Features+in+Myopic+Eyes+with+Glaucoma+with+Spectral-Domain+OCT.&aulast=Sawada&pid=%3CAN%3E30144950%3C%2FAN%3E,Araie,Makoto,,m
2828,350,Ophthalmology,125,12,1886,2018,12,27-Apr-18,Optic Disc Margin Anatomic Features in Myopic Eyes with Glaucoma with Spectral-Domain OCT.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30144950,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30144950&id=doi:10.1016%2Fj.ophtha.2018.07.004&issn=0161-6420&isbn=&volume=125&issue=12&spage=1886&date=2018&title=Ophthalmology&atitle=Optic+Disc+Margin+Anatomic+Features+in+Myopic+Eyes+with+Glaucoma+with+Spectral-Domain+OCT.&aulast=Sawada&pid=%3CAN%3E30144950%3C%2FAN%3E,Shibata,Hitomi,,m
2829,350,Ophthalmology,125,12,1886,2018,12,27-Apr-18,Optic Disc Margin Anatomic Features in Myopic Eyes with Glaucoma with Spectral-Domain OCT.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30144950,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30144950&id=doi:10.1016%2Fj.ophtha.2018.07.004&issn=0161-6420&isbn=&volume=125&issue=12&spage=1886&date=2018&title=Ophthalmology&atitle=Optic+Disc+Margin+Anatomic+Features+in+Myopic+Eyes+with+Glaucoma+with+Spectral-Domain+OCT.&aulast=Sawada&pid=%3CAN%3E30144950%3C%2FAN%3E,Ishikawa,Makoto,,m
2830,350,Ophthalmology,125,12,1886,2018,12,27-Apr-18,Optic Disc Margin Anatomic Features in Myopic Eyes with Glaucoma with Spectral-Domain OCT.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30144950,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30144950&id=doi:10.1016%2Fj.ophtha.2018.07.004&issn=0161-6420&isbn=&volume=125&issue=12&spage=1886&date=2018&title=Ophthalmology&atitle=Optic+Disc+Margin+Anatomic+Features+in+Myopic+Eyes+with+Glaucoma+with+Spectral-Domain+OCT.&aulast=Sawada&pid=%3CAN%3E30144950%3C%2FAN%3E,Iwata,Toyoto,,m
2831,350,Ophthalmology,125,12,1886,2018,12,27-Apr-18,Optic Disc Margin Anatomic Features in Myopic Eyes with Glaucoma with Spectral-Domain OCT.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30144950,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30144950&id=doi:10.1016%2Fj.ophtha.2018.07.004&issn=0161-6420&isbn=&volume=125&issue=12&spage=1886&date=2018&title=Ophthalmology&atitle=Optic+Disc+Margin+Anatomic+Features+in+Myopic+Eyes+with+Glaucoma+with+Spectral-Domain+OCT.&aulast=Sawada&pid=%3CAN%3E30144950%3C%2FAN%3E,Yoshitomi,Takeshi,,l
2832,351,Ophthalmology,125,12,1898,2018,12,23-Nov-17,Baseline Lamina Cribrosa Curvature and Subsequent Visual Field Progression Rate in Primary Open-Angle Glaucoma.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=29945800,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29945800&id=doi:10.1016%2Fj.ophtha.2018.05.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1898&date=2018&title=Ophthalmology&atitle=Baseline+Lamina+Cribrosa+Curvature+and+Subsequent+Visual+Field+Progression+Rate+in+Primary+Open-Angle+Glaucoma.&aulast=Ha&pid=%3CAN%3E29945800%3C%2FAN%3E,Ha,Ahnul,,f
2833,351,Ophthalmology,125,12,1898,2018,12,23-Nov-17,Baseline Lamina Cribrosa Curvature and Subsequent Visual Field Progression Rate in Primary Open-Angle Glaucoma.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=29945800,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29945800&id=doi:10.1016%2Fj.ophtha.2018.05.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1898&date=2018&title=Ophthalmology&atitle=Baseline+Lamina+Cribrosa+Curvature+and+Subsequent+Visual+Field+Progression+Rate+in+Primary+Open-Angle+Glaucoma.&aulast=Ha&pid=%3CAN%3E29945800%3C%2FAN%3E,Kim,Tai,Jun,m
2834,351,Ophthalmology,125,12,1898,2018,12,23-Nov-17,Baseline Lamina Cribrosa Curvature and Subsequent Visual Field Progression Rate in Primary Open-Angle Glaucoma.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=29945800,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29945800&id=doi:10.1016%2Fj.ophtha.2018.05.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1898&date=2018&title=Ophthalmology&atitle=Baseline+Lamina+Cribrosa+Curvature+and+Subsequent+Visual+Field+Progression+Rate+in+Primary+Open-Angle+Glaucoma.&aulast=Ha&pid=%3CAN%3E29945800%3C%2FAN%3E,Girard,Michael,J A,m
2835,351,Ophthalmology,125,12,1898,2018,12,23-Nov-17,Baseline Lamina Cribrosa Curvature and Subsequent Visual Field Progression Rate in Primary Open-Angle Glaucoma.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=29945800,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29945800&id=doi:10.1016%2Fj.ophtha.2018.05.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1898&date=2018&title=Ophthalmology&atitle=Baseline+Lamina+Cribrosa+Curvature+and+Subsequent+Visual+Field+Progression+Rate+in+Primary+Open-Angle+Glaucoma.&aulast=Ha&pid=%3CAN%3E29945800%3C%2FAN%3E,Mari,Jean,Martial,m
2836,351,Ophthalmology,125,12,1898,2018,12,23-Nov-17,Baseline Lamina Cribrosa Curvature and Subsequent Visual Field Progression Rate in Primary Open-Angle Glaucoma.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=29945800,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29945800&id=doi:10.1016%2Fj.ophtha.2018.05.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1898&date=2018&title=Ophthalmology&atitle=Baseline+Lamina+Cribrosa+Curvature+and+Subsequent+Visual+Field+Progression+Rate+in+Primary+Open-Angle+Glaucoma.&aulast=Ha&pid=%3CAN%3E29945800%3C%2FAN%3E,Kim,Young,Kook,m
2837,351,Ophthalmology,125,12,1898,2018,12,23-Nov-17,Baseline Lamina Cribrosa Curvature and Subsequent Visual Field Progression Rate in Primary Open-Angle Glaucoma.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=29945800,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29945800&id=doi:10.1016%2Fj.ophtha.2018.05.017&issn=0161-6420&isbn=&volume=125&issue=12&spage=1898&date=2018&title=Ophthalmology&atitle=Baseline+Lamina+Cribrosa+Curvature+and+Subsequent+Visual+Field+Progression+Rate+in+Primary+Open-Angle+Glaucoma.&aulast=Ha&pid=%3CAN%3E29945800%3C%2FAN%3E,Park,Ki,Ho,m
